DAG,Datahub_Composer,OtherNotes
GCS_to_BQ_fcty_kb_payment_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_kb_rds_ar_journal_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_kb_write_off_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_kb_ban_cpui_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_kb_ban_discount_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_kb_contract_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_kb_csm_future_request_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_kb_discount_plan_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_kb_feature_calling_rt_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_kb_feature_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_kb_inclus_by_period_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_kb_pp_ac_rate_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_kb_pp_oc_rate_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_kb_pp_uc_rate_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_kb_sapcc_soc_offer_map_load_app,b1,Critical
GCS_to_BQ_fcty_kb_service_feature_parameters_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_kb_soc_policy_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_kb_uc_rated_feature_load_app,b1,Critical; Aaditya
BQ_to_BQ_fcty_kb_service_feature_parameters_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_fifa_remedy_fts_assignment_load_app,,Supported
GCS_to_BQ_fcty_fifa_remedy_fts_work_order_load_app,,Supported
GCS_to_BQ_fcty_fifa_remedy_fts_ticket_load_app,,Supported
BQ_to_BQ_fcty_fifa_remedy_load_app,,Supported
BQ_to_BQ_fcty_wln_trbl_tckt_multi_load_app,,Supported
GCS_to_BQ_fcty_rrem_fts_assignment_load_app,,Supported
GCS_to_BQ_fcty_rrem_fts_ticket_load_app,,Supported
GCS_to_BQ_fcty_rrem_fts_work_order_load_app,,Supported
GCS_to_BQ_fcty_oms_tbaddress_impl_load_app,b2,Supported
GCS_to_BQ_fcty_oms_tbaddress_load_app,b2,Supported
GCS_to_BQ_fcty_oms_tbap_association_load_app,b2,Supported
GCS_to_BQ_fcty_oms_tbap_charge_info_load_app,b2,Supported
GCS_to_BQ_fcty_oms_tbap_customer_ref_load_app,b2,Supported
GCS_to_BQ_fcty_oms_tbap_item_load_app,b2,Supported
GCS_to_BQ_fcty_oms_tbap_tech_impl_load_app,b2,Supported
GCS_to_BQ_fcty_oms_tbap_tech_load_app,b2,Supported
GCS_to_BQ_fcty_oms_tbcustomer_load_app,b2,Supported
GCS_to_BQ_fcty_oms_tbname_load_app,b2,Supported
GCS_to_BQ_fcty_oms_tboa_reason_codes_load_app,b2,Supported
GCS_to_BQ_fcty_oms_tboa_work_info_load_app,b2,Supported
GCS_to_BQ_fcty_oms_tborder_action_impl_load_app,b2,Supported
GCS_to_BQ_fcty_oms_tborder_action_load_app,b2,Supported
GCS_to_BQ_fcty_oms_tborder_impl_load_app,b2,Supported
GCS_to_BQ_fcty_oms_tborder_load_app,b2,Supported
GCS_to_BQ_fcty_oms_tbprovisioning_impl_load_app,b2,Supported
GCS_to_BQ_fcty_oms_tbprovisioning_load_app,b2,Supported
BQ_to_BQ_fcty_oms_load_app,b2,Supported
BQ_to_BQ_fcty_oms_charge_info_load_app,b2,Supported
BQ_to_BQ_fcty_oms_customer_mkt_seg_load_app,b2,Supported
BQ_to_BQ_fcty_oms_order_action_load_app,b2,Supported
GCS_to_BQ_fcty_billods_billd_usg_event_chrg_item_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_billed_usage_event_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_adjustment_detail_ebs_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_adjustment_detail_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_charge_detail_ebs_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_charge_detail_load_app,c1,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_cycle_instance_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_dialup_usage_event_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_discount_charge_detail_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_document_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_hs_internet_usg_event_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_onetime_charge_detail_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_payment_adjust_sum_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_recurring_charge_dtl_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_roaming_usage_event_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_service_instance_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_si_section_summary_ebs_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_usage_charge_detail_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_usage_hs_pp_sum_ebs_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_usage_hs_si_usage_sum_ebs_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_usage_video_pp_sum_ebs_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_usage_video_si_sum_ebs_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_usage_voice_pp_sum_ebs_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_usage_voice_si_sum_ebs_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_video_usage_event_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_billods_bill_wl_voice_usg_event_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_hpbi_dly_order_item_actvy_load_app,b1,Supported
GCS_to_BQ_fcty_hpbi_dly_prod_instnc_actvy_load_app,b1,Supported
BQ_to_BQ_fcty_hpbi_dly_wln_ord_item_actvy_load_app,b1,Supported
BQ_to_BQ_fcty_hpbi_dly_prod_instnc_actvy_load_app,b1,Supported
GCS_to_BQ_fcty_ivr_wls_transaction_type_load_app,b1,Supported
GCS_to_BQ_fcty_ivr_wls_client_session_node_hit_load_app,b1,Supported
GCS_to_BQ_fcty_ivr_wls_node_load_app,b1,Supported
GCS_to_BQ_fcty_ivr_wls_client_session_load_app,b1,Supported
GCS_to_BQ_fcty_ivr_wls_application_load_app,b1,Supported
GCS_to_BQ_fcty_ivr_wls_client_sess_data_load_app,b1,Supported
GCS_to_BQ_fcty_ivr_wls_transaction_result_load_app,b1,Supported
GCS_to_BQ_fcty_ivr_wls_termination_type_load_app,b1,Supported
GCS_to_BQ_fcty_ivr_wls_dnis_route_map_load_app,b1,Supported
GCS_to_BQ_fcty_ivr_wls_client_session_trans_load_app,b1,Supported
GCS_to_BQ_fcty_ivr_wls_client_session_trans_data_load_app,b1,Supported
GCS_to_BQ_fcty_ivr_wls_exception_load_app,b1,Supported
GCS_to_BQ_fcty_ivr_wls_client_session_data_load_app,b1,Supported
BQ_to_BQ_fcty_ivr_wls_call_sess_load_app,b1,Supported
BQ_to_BQ_fcty_ivr_wls_call_sess_txn_load_app,b1,Supported
BQ_to_BQ_fcty_ivr_wls_client_sess_node_hit_load_app,b1,Supported
GCS_to_BQ_fcty_pts_load_app,b2,Supported
BQ_to_BQ_fcty_pts_cohort_signature_activity_load_app,b2,Supported
BQ_to_BQ_fcty_pts_cohort_signature_extension_load_app,b2,Supported
BQ_to_BQ_fcty_pts_cohort_signature_feedback_load_app,b2,Supported
BQ_to_BQ_fcty_pts_cohort_signature_load_app,b2,Supported
BQ_to_BQ_fcty_pts_cohort_signature_milestone_load_app,b2,Supported
BQ_to_BQ_fcty_pts_cohort_signature_task_comments_load_app,b2,Supported
BQ_to_BQ_fcty_pts_initiative_load_app,b2,Supported
BQ_to_BQ_fcty_wls_trbl_tckt_cstm_assignment_load_app,b1,Supported
BQ_to_BQ_fcty_wls_trbl_tckt_cstm_ki_ticket_load_app,b1,Supported
BQ_to_BQ_fcty_wls_trbl_tckt_cstm_tkt_ticket_load_app,b1,Supported
BQ_to_BQ_fcty_wls_trbl_tckt_cstm_wkl_worklog_load_app,b1,Supported
GCS_to_BQ_fcty_rrem_cstm_assignment_load_app,b1,Supported
GCS_to_BQ_fcty_rrem_cstm_ki_ticket_load_app,b1,Supported
GCS_to_BQ_fcty_rrem_cstm_tkt_ticket_load_app,b1,Supported
GCS_to_BQ_fcty_rrem_cstm_wkl_worklog_load_app,b1,Supported
GCS_to_BQ_fcty_dlake_nlp_model_scored_load_app,b1,Supported
BQ_to_BQ_fcty_dlake_nlp_model_scored_load_app,b1,Supported
Azureblob_to_BQ_ent_lbc_cust_survey_load_app,b2,Supported
GCS_to_BQ_fcty_stg_lbc_cust_survey_response_dtl_load_app,b2,Supported
GCS_to_BQ_fcty_stg_lbc_cust_survey_response_load_app,b2,Supported
GCS_to_BQ_fcty_stg_lbc_cust_survey_vendor_confirm_load_app,b2,Supported
CloudSQL_to_BQ_fcty_tmf680_load_app,,Critical
CloudSQL_to_BQ_fcty_tmf680_chnl_load_app,,Critical
CloudSQL_to_BQ_fcty_tmf680_place_load_app,,Critical
CloudSQL_to_BQ_fcty_tmf680_prod_load_app,,Critical
CloudSQL_to_BQ_fcty_tmf680_prod_offr_load_app,,Critical
CloudSQL_to_BQ_fcty_tmf680_prod_price_altertn_load_app,,Critical
CloudSQL_to_BQ_fcty_tmf680_reco_item_load_app,,Critical
CloudSQL_to_BQ_fcty_tmf680_reco_load_app,,Critical
CloudSQL_to_BQ_fcty_tmf680_rel_party_load_app,,Critical
GCS_to_BQ_fcty_contact_ai_broadcasts_load_app,b1,Supported
GCS_to_BQ_fcty_contact_ai_channels_load_app,b1,Supported
GCS_to_BQ_fcty_contact_ai_contact_actions_load_app,b1,Supported
GCS_to_BQ_fcty_contact_ai_contact_action_log_load_app,b1,Supported
GCS_to_BQ_fcty_contact_ai_contact_events_load_app,b1,Supported
GCS_to_BQ_fcty_contact_ai_contact_targets_load_app,b1,Supported
GCS_to_BQ_fcty_contact_ai_contact_transactions_load_app,b1,Supported
GCS_to_BQ_fcty_contact_ai_conversation_flows_load_app,b1,Supported
GCS_to_BQ_fcty_contact_ai_scheduled_comms_load_app,b1,Supported
GCS_to_BQ_fcty_contact_ai_scheduled_contact_events_load_app,b1,Supported
GCS_to_BQ_fcty_contact_ai_sms_load_app,b1,Supported
S3_to_GCS_contact_ai_ingestion_app,b1,Supported
GCS_to_BQ_fcty_sems_address_load_app,,Critical
GCS_to_BQ_fcty_sems_channel_org_equip_type_txt_load_app,,Critical
GCS_to_BQ_fcty_sems_channel_org_pcs_equip_load_app,,Critical
GCS_to_BQ_fcty_sems_channel_organization_txt_load_app,,Critical
GCS_to_BQ_fcty_sems_cross_reference_load_app,,Critical
GCS_to_BQ_fcty_sems_cust_equip_asgnmt_typ_txt_load_app,,Critical
GCS_to_BQ_fcty_sems_cust_equip_location_load_app,,Critical
GCS_to_BQ_fcty_sems_customer_equipment_load_app,,Critical
GCS_to_BQ_fcty_sems_equip_batch_header_txt_load_app,,Critical
GCS_to_BQ_fcty_sems_equip_provider_owner_desc_txt_load_app,,Critical
GCS_to_BQ_fcty_sems_equipment_valuation_typ_txt_load_app,,Critical
GCS_to_BQ_fcty_sems_Manufacturer_load_app,,Critical
GCS_to_BQ_fcty_sems_manufacturer_product_txt_load_app,,Critical
GCS_to_BQ_fcty_sems_manufacturer_warranty_txt_load_app,,Critical
GCS_to_BQ_fcty_sems_movement_code_xref_txt_load_app,,Critical
GCS_to_BQ_fcty_sems_outlet_load_app,,Critical
GCS_to_BQ_fcty_sems_service_package_load_app,,Critical
GCS_to_BQ_fcty_sems_product_category_load_app,,Critical
GCS_to_BQ_fcty_sems_product_classification_load_app,,Critical
GCS_to_BQ_fcty_sems_product_feature_txt_load_app,,Critical
GCS_to_BQ_fcty_sems_smartcard_load_app,,Critical
GCS_to_BQ_fcty_sems_smartcard_cust_equip_assoc_txt_load_app,,Critical
BQ_to_BQ_fcty_sems_load_app,,Critical
BQ_to_BQ_fcty_ent_tmods_team_member_hierarchy_hist_load_app,,Supported
GCS_to_BQ_fcty_gis_fsa_addresses_v2_load_app,,Supported; Aaditya
GCS_to_BQ_fcty_gis_path_status_load_app,,Supported; Aaditya
GCS_to_BQ_fcty_gis_port_usage_load_app,,Supported; Aaditya
GCS_to_BQ_fcty_rms_customer_profile_load_app,,Supported
GCS_to_BQ_fcty_rms_s1_customer_profile_load_app,,Supported
GCS_to_BQ_fcty_rms_servreq_cross_ref_load_app,,Supported
GCS_to_BQ_fcty_rms_s1_servreq_cross_ref_load_app,,Supported
GCS_to_BQ_fcty_rms_trans_item_line_load_app,,Supported
GCS_to_BQ_fcty_rms_s1_trans_item_line_load_app,,Supported
GCS_to_BQ_fcty_rms_retail_transaction_load_app,,Supported
GCS_to_BQ_fcty_rms_s1_retail_transaction_load_app,,Supported
GCS_to_BQ_fcty_rms_trans_item_line_att_load_app,,Supported
GCS_to_BQ_fcty_rms_s1_trans_item_line_att_load_app,,Supported
GCS_to_BQ_fcty_rms_trans_item_line_discount_load_app,,Supported
GCS_to_BQ_fcty_rms_s1_trans_item_line_discount_load_app,,Supported
GCS_to_BQ_fcty_rms_item_load_app,,Supported
GCS_to_BQ_fcty_rms_s1_item_load_app,,Supported
GCS_to_BQ_fcty_rms_item_category_xref_load_app,,Supported
GCS_to_BQ_fcty_rms_s1_item_category_xref_load_app,,Supported
GCS_to_BQ_fcty_rms_category_profile_load_app,,Supported
GCS_to_BQ_fcty_rms_s1_category_profile_load_app,,Supported
BQ_to_BQ_fcty_rms_load_app,,Supported
GCS_to_BQ_fcty_rms_trans_item_line_load_app_hist,,Supported
GCS_to_BQ_fcty_rms_retail_transaction_load_app_hist,,Supported
GCS_to_BQ_fcty_rms_trans_item_line_att_load_app_hist,,Supported
GCS_to_BQ_fcty_rms_trans_item_line_discount_load_app_hist,,Supported
BQ_to_BQ_fcty_rms_trans_item_line_load_app,,Supported
BQ_to_BQ_fcty_rms_retail_transaction_load_app,,Supported
BQ_to_BQ_fcty_rms_trans_item_line_att_load_app,,Supported
BQ_to_BQ_fcty_rms_trans_item_line_discount_load_app,,Supported
insider_office_jsontocsv,,Supported
GCS_to_BQ_fcty_inssider_office_wifi_load_app,,Supported
GCS_to_BQ_fcty_netcracker_rdb_access_port_rfs_inst_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_address_unit_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_bill_act_logs_src_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_billing_accounts_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_bpi_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_calculated_price_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_cfs_instances_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_cfs_orders_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_component_instances_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_contact_methods_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_copper_ce_conn_rfs_inst_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_customer_accounts_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_customer_locations_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_discount_items_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_error_records_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_gpon_conn_rfs_inst_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_gpon_conn_rfs_order_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_offering_categories_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_physical_path_rfs_inst_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_physical_path_rfs_orders_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_price_comp_spec_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_process_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_product__add_loc_2476_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_product_instances_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_product_instances_src_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_product_offerings_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_product_offerings_off_cat_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_product_orders_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_product_specification_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_promotions_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_reverse_logist_cfs_orders_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_reverse_logistics_details_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_reverse_logistics_pi_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_reverse_logist_prod_ord_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_rfs_instances_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_rfs_orders_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_sales_order_items_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_sales_order_items_sub_cat_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_sales_orders_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_shipment_comp_inst_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_shipment_details_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_sl_product_instances_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_soi_dashboards_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_stb_component_instances_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_task_orders_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_vertical_links_instance_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_vertical_links_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_view_offerings_charac_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_view_soi_prices_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_view_wo_remarks_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_work_activity_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_work_component_instances_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_work_orders_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_shs_rfs_instances_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_shs_cfs_instances_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_view_ifrs_equipment_prices_load_app,b1,Critical; Aaditya
BQ_to_BQ_ent_tmods_team_member_load_app,b1,Supported
GCS_to_BQ_fcty_tmods_position_extract_load_app,b1,Supported
GCS_to_BQ_fcty_tmods_team_member_load_app,b1,Supported
BQ_to_BQ_fcty_predict_modl_load_app,,Supported
BQ_to_BQ_fcty_predict_modl_scor_flat_load_app,,Supported
GCS_to_BQ_fcty_custods_pay_channel_load_app,b1,Critical
GCS_to_BQ_fcty_custods_customer_subscription_load_app,b1,Critical
GCS_to_BQ_fcty_custods_customer_preference_load_app,b1,Critical
GCS_to_BQ_fcty_custods_customer_individual_load_app,b1,Critical
GCS_to_BQ_fcty_custods_customer_contact_preference_load_app,b1,Critical
GCS_to_BQ_fcty_custods_customer_load_app,b1,Critical
GCS_to_BQ_fcty_custods_cust_contact_indvdl_asgnmt_load_app,b1,Critical
GCS_to_BQ_fcty_custods_contact_indvdl_elec_cntct_load_app,b1,Critical
GCS_to_BQ_fcty_custods_billing_name_load_app,b1,Critical
GCS_to_BQ_fcty_custods_billing_arrangement_load_app,b1,Critical
GCS_to_BQ_fcty_custods_bill_medium_charstc_load_app,b1,Critical
GCS_to_BQ_fcty_custods_address_assignment_load_app,b1,Critical
GCS_to_BQ_fcty_custods_address_load_app,b1,Critical
GCS_to_BQ_fcty_custods_service_parameter_load_app,b1,Critical
GCS_to_BQ_fcty_custods_service_instance_load_app,b1,Critical
GCS_to_BQ_fcty_custods_billing_account_load_app,b1,Critical
GCS_to_BQ_fcty_custods_customer_market_segment_load_app,b1,Critical
GCS_to_BQ_fcty_custods_service_resource_load_app,b1,Critical
GCS_to_BQ_fcty_custods_customer_consent_load_app,b1,Critical
GCS_to_BQ_fcty_custods_customer_identity_profile_load_app,b1,Critical
GCS_to_BQ_fcty_custods_subscriber_primary_resource_load_app,b1,Critical
GCS_to_BQ_fcty_custods_entity_id_xref_load_app,b1,Critical
GCS_to_BQ_fcty_custods_subscriber_resrc_config_alias_load_app,b1,Critical
GCS_to_BQ_fcty_custods_billing_acct_assn_load_app,b1,Critical
GCS_to_BQ_fcty_custods_contact_indvdl_telcom_cntct_load_app,b1,Critical
GCS_to_BQ_fcty_custods_identity_profile_parameter_load_app,b1,Critical
GCS_to_BQ_fcty_custods_contact_individual_load_app,b1,Critical
GCS_to_BQ_fcty_custods_identity_profile_credential_load_app,b1,Critical
GCS_to_BQ_fcty_custods_customer_relationship_load_app,b1,Critical
GCS_to_BQ_fcty_usgods_internet_srvc_prov_data_detail_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_usgods_messaging_data_detail_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_usgods_postpaid_usage_detail_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_usgods_prepaid_account_event_detail_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_usgods_prepaid_call_usage_detail_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_usgods_service_content_data_detail_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_usgods_sms_data_detail_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_kb_us_bilcycle_mth_unbilled_load_app,b1,Critical; Aaditya
GCS_to_BQ_fcty_kb_us_bilcycle_mth_billed_load_app,b1,Critical; Aaditya
BQ_to_BQ_fcty_ent_ffh_dbm_ffh_dbm_load_app,b1,Supported
BQ_to_BQ_fcty_ent_mob_dbm_mob_dbm_load_app,b1,Supported
GCS_to_BQ_fcty_ffh_dbm_campaign_category_ref_load_app,b1,Supported
GCS_to_BQ_fcty_ffh_dbm_campaign_cd_ref_load_app,b1,Supported
GCS_to_BQ_fcty_ffh_dbm_campaign_communication_load_app,b1,Supported
GCS_to_BQ_fcty_ffh_dbm_campaign_description_load_app,b1,Supported
GCS_to_BQ_fcty_ffh_dbm_campaign_segment_load_app,b1,Supported
GCS_to_BQ_fcty_ffh_dbm_campaign_type_ref_load_app,b1,Supported
GCS_to_BQ_fcty_ffh_dbm_contact_medium_ref_load_app,b1,Supported
GCS_to_BQ_fcty_ffh_dbm_lob_cd_ref_load_app,b1,Supported
GCS_to_BQ_fcty_ffh_dbm_tracking_source_ref_load_app,b1,Supported
GCS_to_BQ_fcty_ffh_dbm_vendor_cd_ref_load_app,b1,Supported
GCS_to_BQ_fcty_mob_dbm_camp_data_load_app,b1,Supported
GCS_to_BQ_fcty_mob_dbm_camp_desc_load_app,b1,Supported
GCS_to_BQ_fcty_mob_dbm_ref_camp_lob_load_app,b1,Supported
GCS_to_BQ_fcty_mob_dbm_ref_camp_media_load_app,b1,Supported
GCS_to_BQ_fcty_mob_dbm_ref_camp_product_type_load_app,b1,Supported
GCS_to_BQ_fcty_mob_dbm_ref_camp_sub_type_load_app,b1,Supported
GCS_to_BQ_fcty_mob_dbm_ref_camp_type_load_app,b1,Supported
GCS_to_BQ_fcty_mob_dbm_ref_camp_vendor_load_app,b1,Supported
GCS_to_BQ_fcty_dlake_billing_account_address_profl_hist_hist_load_app,,Supported
GCS_to_BQ_fcty_dlake_customer_loc_perf_wln_snpsht_hist_load_app,,Supported
GCS_to_BQ_fcty_dlake_prodinst_equip_assn_snpsht_hist_load_app,,Supported
GCS_to_BQ_fcty_dlake_product_instance_gateway_daily_snpsht_hist_load_app,,Supported
GCS_to_BQ_fcty_dlake_service_path_daily_snpsht_hist_load_app,,Supported
GCS_to_BQ_fcty_dlake_call_master_hist_load_app,,Supported
GCS_to_BQ_fcty_dlake_Prospect_Journey_Event_hist_load_ap,,Supported
GCS_to_BQ_fcty_dlake_billing_account_address_profl_hist_load_app,,Supported
GCS_to_BQ_fcty_dlake_customer_loc_perf_wln_snpsht_load_app,,Supported
GCS_to_BQ_fcty_dlake_prodinst_equip_assn_snpsht_load_app,,Supported
GCS_to_BQ_fcty_dlake_product_instance_gateway_daily_snpsht_load_app,,Supported
GCS_to_BQ_fcty_dlake_service_path_daily_snpsht_load_app,,Supported
GCS_to_BQ_fcty_dlake_call_master_load_app,,Supported
GCS_to_BQ_fcty_dlake_customer_request_consumer_load_app,,Supported
GCS_to_BQ_fcty_dlake_Prospect_Profl_load_app,b1,Supported
GCS_to_BQ_fcty_dlake_wifi_ap_load_app,,Supported
GCS_to_BQ_fcty_dlake_Prospect_Journey_Event_load_app,,Supported
GCS_to_BQ_fcty_sap_time_cats_load_app,,Supported; Aaditya
GCS_to_BQ_fcty_genesys_gidb_gc_agent_load_app,,Supported
GCS_to_BQ_fcty_genesys_gidb_gc_login_load_app,,Supported
GCS_to_BQ_fcty_genesys_gidb_gc_skill_load_app,,Supported
GCS_to_BQ_fcty_genesys_gidb_gc_switch_load_app,,Supported
GCS_to_BQ_fcty_genesys_gidb_gcx_login_info_load_app,,Supported
